,Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
8560,Amaze ,420000,mumbai,Petrol,Automatic,18191,2015,Honda
8561,Wagon R ,335000,mumbai,Petrol,Manual,103000,2014,Maruti
8562,Nexon EV Prime ,1549000,mumbai,Electric,Automatic,8000,2020,Tata
8563,Compass ,3100000,mumbai,Diesel,Automatic,11000,2021,Jeep
8564,Rapid ,894999,mumbai,Petrol,Automatic,17345,2018,Skoda
8565,City ,365000,mumbai,Petrol,Manual,24649,2014,Honda
8566,E-Class ,5700000,mumbai,Diesel,Automatic,12000,2018,Mercedes-Benz
8567,Xcent ,545000,mumbai,Petrol,Manual,23000,2017,Hyundai
8568,Ciaz ,630000,mumbai,Petrol,Manual,44881,2016,Maruti
8569,City ,720000,mumbai,Petrol,Automatic,41785,2015,Honda
8570,XUV300 ,1050000,mumbai,Petrol,Manual,18789,2020,Mahindra
8571,Nexon ,1090000,mumbai,Petrol,Automatic,20100,2021,Tata
8572,Vitara Brezza ,1125000,mumbai,Petrol,Automatic,17246,2020,Maruti
8573,Nexon ,1090000,mumbai,Petrol,Automatic,20100,2021,Tata
8574,City ,679000,mumbai,Petrol,Manual,47258,2016,Honda
8575,Verna ,490000,mumbai,Diesel,Automatic,47000,2012,Hyundai
8576,XL6 ,1095000,mumbai,Petrol,Manual,6884,2019,Maruti
8577,Ecosport ,450000,mumbai,Petrol,Manual,38184,2014,Ford
8578,Baleno ,835000,mumbai,Petrol,Manual,11809,2021,Maruti
8579,Baleno ,585000,mumbai,Petrol,Manual,19196,2020,Maruti
8580,Polo ,328000,mumbai,Petrol,Manual,71052,2014,Volkswagen
8581,Etios Liva ,325000,mumbai,Petrol,Manual,40000,2013,Toyota
8582,i20 ,599000,mumbai,Diesel,Manual,62554,2016,Hyundai
8583,Endeavour ,3299000,mumbai,Diesel,Automatic,54800,2018,Ford
8584,i20 ,730000,mumbai,Petrol,Manual,14811,2018,Hyundai
8585,Figo ,400000,mumbai,Petrol,Manual,25348,2015,Ford
8586,Creta ,1495000,mumbai,Diesel,Automatic,22955,2018,Hyundai
8587,i20 ,245000,mumbai,Petrol,Manual,88010,2009,Hyundai
8588,i20 ,595000,mumbai,Petrol,Manual,43139,2016,Hyundai
8589,Wagon R ,495000,mumbai,Petrol,Automatic,13075,2018,Maruti
8590,Swift ,575000,mumbai,Petrol,Manual,13500,2017,Maruti
8591,Ertiga ,675000,mumbai,CNG,Manual,69236,2014,Maruti
8592,SX4 ,225000,mumbai,Petrol,Manual,38307,2009,Maruti
8593,Duster ,545000,mumbai,Diesel,Manual,43200,2014,Renault
8594,Jazz ,285000,mumbai,Petrol,Manual,59000,2009,Honda
8595,Creta ,999000,mumbai,Diesel,Manual,81000,2016,Hyundai
8596,Baleno ,685000,mumbai,Petrol,Automatic,34000,2018,Maruti
8597,Lodgy ,565000,mumbai,Diesel,Manual,70851,2015,Renault
8598,Amaze ,425000,mumbai,Petrol,Automatic,55149,2013,Honda
8599,Zen Estilo ,155000,mumbai,Petrol,Manual,45000,2010,Maruti
8600,Innova Crysta ,1700000,mumbai,Petrol,Automatic,41521,2017,Toyota
8601,i20 ,635000,mumbai,Petrol,Manual,46545,2017,Hyundai
8602,Brio ,295000,mumbai,Petrol,Manual,56597,2012,Honda
8603,City ,615000,mumbai,Petrol,Automatic,47300,2014,Honda
8604,KWID ,385000,mumbai,Petrol,Manual,43250,2018,Renault
8605,Ertiga ,540000,mumbai,Petrol,Manual,70000,2012,Maruti
8606,C-Class ,1095000,mumbai,Diesel,Automatic,78000,2012,Mercedes-Benz
8607,Ertiga ,1195000,mumbai,Petrol,Automatic,12000,2021,Maruti
8608,Q5 ,1175000,mumbai,Diesel,Automatic,88000,2011,Audi
8609,Duster ,445000,mumbai,Diesel,Manual,67332,2012,Renault
8610,Ciaz ,625000,mumbai,Petrol,Manual,45000,2016,Maruti
8611,i10 ,165000,mumbai,Petrol,Manual,53000,2009,Hyundai
8612,Innova ,815000,mumbai,Diesel,Manual,118492,2013,Toyota
8613,Creta ,1095000,mumbai,Diesel,Manual,68236,2016,Hyundai
8614,V40 ,2250000,mumbai,Diesel,Automatic,68000,2017,Volvo
8615,Fiesta ,355000,mumbai,Diesel,Manual,56505,2014,Ford
8616,City ,434999,mumbai,Petrol,Manual,62562,2013,Honda
8617,XF ,2250000,mumbai,Diesel,Automatic,33000,2015,Jaguar
8618,City ,434999,mumbai,Petrol,Manual,47310,2013,Honda
8619,Xylo ,695000,mumbai,Diesel,Manual,58500,2018,Mahindra
8620,City ,434999,mumbai,Petrol,Manual,47435,2013,Honda
8621,XUV500 ,570000,mumbai,Diesel,Manual,78604,2012,Mahindra
8622,Tigor ,550000,mumbai,Petrol,Manual,54233,2019,Tata
8623,Creta ,894999,mumbai,Petrol,Manual,57245,2016,Hyundai
8624,RediGO ,300000,mumbai,Petrol,Manual,5060,2019,Datsun
8625,Swift Dzire ,395000,mumbai,Petrol,Manual,30000,2012,Maruti
8626,Hexa ,1255000,mumbai,Diesel,Automatic,51290,2017,Tata
8627,Verna ,550000,mumbai,Petrol,Manual,54685,2014,Hyundai
8628,Baleno ,595000,mumbai,Petrol,Manual,17000,2016,Maruti
8629,i20 ,385000,mumbai,Petrol,Manual,15700,2013,Hyundai
8630,Venue ,1025000,mumbai,Diesel,Manual,52640,2020,Hyundai
8631,Wagon R ,375000,mumbai,Petrol,Manual,53933,2014,Maruti
8632,Ciaz ,650000,mumbai,Petrol,Manual,29855,2016,Maruti
8633,Vitara Brezza ,800000,mumbai,Diesel,Manual,94278,2018,Maruti
8634,City ,825000,mumbai,Petrol,Automatic,44442,2017,Honda
8635,E-Class ,2275000,mumbai,Diesel,Automatic,34000,2014,Mercedes-Benz
8636,Swift Dzire ,395000,mumbai,Petrol,Manual,56000,2012,Maruti
8637,Grand i10 ,495000,mumbai,Petrol,Automatic,18000,2015,Hyundai
8638,Polo ,450000,mumbai,Diesel,Manual,70000,2016,Volkswagen
8639,Wagon R ,285000,mumbai,Petrol,Manual,71000,2012,Maruti
8640,Ciaz ,785000,mumbai,Petrol,Manual,45989,2018,Maruti
8641,Celerio ,500000,mumbai,Petrol,Automatic,49350,2018,Maruti
8642,Ecosport ,585000,mumbai,Diesel,Manual,63591,2016,Ford
8643,Wagon R ,310000,mumbai,CNG,Manual,68000,2013,Maruti
8644,KWID ,325000,mumbai,Petrol,Manual,46134,2016,Renault
8645,Swift Dzire ,445000,mumbai,Petrol,Automatic,68421,2012,Maruti
8646,Rapid ,735000,mumbai,Petrol,Automatic,67187,2017,Skoda
8647,Yaris ,755000,mumbai,Petrol,Automatic,66934,2018,Toyota
8648,Amaze ,515000,mumbai,Petrol,Manual,32209,2016,Honda
8649,Vento ,305000,mumbai,Petrol,Manual,75990,2011,Volkswagen
8650,Brio ,345000,mumbai,Petrol,Automatic,52240,2012,Honda
8651,Swift ,445000,mumbai,Petrol,Manual,54654,2014,Maruti
8652,Vento ,315000,mumbai,Petrol,Manual,63713,2011,Volkswagen
8653,Celerio ,495000,mumbai,CNG,Manual,47884,2017,Maruti
8654,Brio ,355000,mumbai,Petrol,Manual,55712,2014,Honda
8655,V-Class ,6500000,mumbai,Diesel,Automatic,9000,2019,Mercedes-Benz
8656,Creta ,821000,mumbai,Petrol,Manual,45430,2015,Hyundai
8657,Swift ,399000,mumbai,Petrol,Manual,18000,2014,Maruti
8658,Creta ,1125000,mumbai,Diesel,Automatic,61000,2016,Hyundai
8659,City ,851000,mumbai,Petrol,Manual,10200,2019,Honda
8660,Ciaz ,625000,mumbai,Petrol,Manual,30000,2016,Maruti
8661,City ,565000,mumbai,Petrol,Manual,37000,2014,Honda
8662,Innova ,675000,mumbai,Diesel,Manual,150000,2016,Toyota
8663,Santro ,475000,mumbai,Petrol,Automatic,54247,2018,Hyundai
8664,Ertiga ,625000,mumbai,Petrol,Manual,86000,2014,Maruti
8665,Verna ,595000,mumbai,Petrol,Automatic,26965,2014,Hyundai
8666,Wagon R ,450000,mumbai,Petrol,Manual,17461,2016,Maruti
8667,i20 ,254999,mumbai,Petrol,Manual,37000,2010,Hyundai
8668,Swift Dzire ,280000,mumbai,Petrol,Manual,53000,2011,Maruti
8669,Grand i10 Nios ,725000,mumbai,Petrol,Manual,31073,2020,Hyundai
8670,Eeco ,390000,mumbai,Petrol,Manual,64000,2015,Maruti
8671,City ,490000,mumbai,Diesel,Manual,75000,2014,Honda
8672,Amaze ,765000,mumbai,Petrol,Automatic,26304,2018,Honda
8673,Amaze ,500000,mumbai,Petrol,Manual,38594,2015,Honda
8674,XUV500 ,1211000,mumbai,Diesel,Manual,57300,2016,Mahindra
8675,Fortuner ,3475000,mumbai,Diesel,Automatic,50000,2019,Toyota
8676,Celerio ,430000,mumbai,Petrol,Manual,47668,2015,Maruti
8677,Thar ,1775000,mumbai,Petrol,Automatic,7672,2021,Mahindra
8678,Innova Crysta ,1895000,mumbai,Diesel,Automatic,42770,2018,Toyota
8679,Innova ,835000,mumbai,Diesel,Manual,95000,2012,Toyota
8680,Baleno ,575000,mumbai,Petrol,Manual,54700,2017,Maruti
8681,Cayenne ,1850000,mumbai,Diesel,Automatic,119000,2010,Porsche
8682,i10 ,240000,mumbai,Petrol,Manual,66956,2010,Hyundai
8683,i20 ,545000,mumbai,Petrol,Manual,50000,2014,Hyundai
8684,City ,580000,mumbai,Petrol,Manual,65000,2015,Honda
8685,CLA ,3200000,mumbai,Diesel,Automatic,23800,2019,Mercedes-Benz
8686,CLA ,3200000,mumbai,Diesel,Automatic,23800,2019,Mercedes-Benz
8687,Ecosport ,535000,mumbai,Diesel,Manual,72000,2014,Ford
8688,Nexon ,1125000,mumbai,Petrol,Automatic,2000,2020,Tata
8689,Grand i10 ,499000,mumbai,Petrol,Automatic,18000,2015,Hyundai
8690,XUV500 ,699000,mumbai,Diesel,Manual,27000,2014,Mahindra
8691,Sumo ,325000,mumbai,Diesel,Manual,99767,2012,Tata
8692,Amaze ,790000,mumbai,Petrol,Automatic,14115,2019,Honda
8693,i20 ,325000,mumbai,Petrol,Manual,51900,2013,Hyundai
8694,Q5 ,1250000,mumbai,Diesel,Automatic,79939,2013,Audi
8695,Creta ,825000,mumbai,Petrol,Manual,85460,2017,Hyundai
8696,City ,484999,mumbai,Petrol,Manual,61671,2013,Honda
8697,Sunny ,245000,mumbai,Petrol,Manual,60500,2011,Nissan
8698,Alto K10 ,210000,mumbai,Petrol,Manual,28200,2012,Maruti
8699,Wagon R ,225000,mumbai,Petrol,Automatic,42000,2011,Maruti
8700,Scorpio ,495000,mumbai,Diesel,Manual,93000,2012,Mahindra
8701,GLE ,3600000,mumbai,Diesel,Automatic,48200,2016,Mercedes-Benz
8702,E-Class ,4890000,mumbai,Diesel,Automatic,16900,2018,Mercedes-Benz
8703,E-Class ,5750000,mumbai,Petrol,Automatic,28900,2019,Mercedes-Benz
8704,E-Class ,5750000,mumbai,Petrol,Automatic,28900,2019,Mercedes-Benz
8705,E-Class ,4890000,mumbai,Diesel,Automatic,16900,2018,Mercedes-Benz
8706,GLE ,3600000,mumbai,Diesel,Automatic,48200,2016,Mercedes-Benz
8707,Verna ,975000,mumbai,Diesel,Manual,43000,2020,Hyundai
8708,Creta ,1385000,mumbai,Diesel,Manual,16000,2020,Hyundai
8709,Vento ,295000,mumbai,Petrol,Manual,58000,2012,Volkswagen
8710,Duster ,440000,mumbai,Diesel,Manual,80000,2014,Renault
8711,Civic ,425000,mumbai,Petrol,Manual,62021,2011,Honda
8712,i10 ,222000,mumbai,Petrol,Automatic,63200,2010,Hyundai
8713,Elantra ,650000,mumbai,Petrol,Manual,61000,2016,Hyundai
8714,Civic ,245000,mumbai,Petrol,Automatic,102000,2009,Honda
8715,Corolla Altis ,1195000,mumbai,Petrol,Automatic,51000,2018,Toyota
8716,City ,310000,mumbai,Petrol,Manual,101000,2010,Honda
8717,Creta ,775000,mumbai,Petrol,Manual,49000,2016,Hyundai
8718,XL6 ,1110000,mumbai,Petrol,Manual,7800,2020,Maruti
8719,Vitara Brezza ,850000,mumbai,Diesel,Manual,50300,2016,Maruti
8720,MU-X ,1995000,mumbai,Diesel,Automatic,40000,2017,Isuzu
8721,Octavia ,1575000,mumbai,Petrol,Automatic,28000,2017,Skoda
8722,Wagon R ,550000,mumbai,Petrol,Manual,37587,2019,Maruti
8723,i10 ,300000,mumbai,Petrol,Manual,56000,2013,Hyundai
8725,Swift ,745000,mumbai,Petrol,Automatic,27000,2019,Maruti
8726,SX4 ,275000,mumbai,Petrol,Manual,80000,2010,Maruti
8727,Ertiga ,795000,mumbai,CNG,Manual,38548,2016,Maruti
8729,Ritz ,175000,mumbai,Petrol,Manual,6585,2010,Maruti
8730,Amaze ,515000,mumbai,Diesel,Manual,63559,2015,Honda
8731,Ertiga ,699000,mumbai,Petrol,Manual,35000,2014,Maruti
8732,Innova ,525000,mumbai,Diesel,Manual,121000,2010,Toyota
8733,Amaze ,465000,mumbai,Petrol,Automatic,58000,2013,Honda
8734,XL6 ,1111000,mumbai,Petrol,Automatic,35000,2019,Maruti
8735,XUV500 ,565000,mumbai,Diesel,Manual,80000,2012,Mahindra
8736,Grand i10 ,595000,mumbai,Petrol,Automatic,32500,2017,Hyundai
8737,Swift ,490000,mumbai,Petrol,Manual,38000,2015,Maruti
8738,Xcent ,585000,mumbai,Petrol,Manual,22000,2017,Hyundai
8739,Swift Dzire ,700000,mumbai,Petrol,Manual,29000,2018,Maruti
8740,Swift Dzire ,700000,mumbai,Petrol,Manual,29000,2018,Maruti
8741,Seltos ,1150000,mumbai,Petrol,Manual,5000,2021,Kia
8742,Etios Liva ,250000,mumbai,Petrol,Manual,36384,2011,Toyota
8743,i20 ,585000,mumbai,Petrol,Manual,15000,2016,Hyundai
8744,Rapid ,875000,mumbai,Petrol,Automatic,31000,2018,Skoda
8745,Gloster ,3875000,mumbai,Diesel,Automatic,20415,2021,MG
8746,Polo ,375000,mumbai,Petrol,Manual,37000,2014,Volkswagen
8747,KWID ,345000,mumbai,Petrol,Manual,13000,2017,Renault
8748,XUV500 ,1050000,mumbai,Diesel,Manual,78793,2017,Mahindra
8749,i20 ,775000,mumbai,Petrol,Manual,34000,2019,Hyundai
8750,Wagon R ,265000,mumbai,Petrol,Manual,71000,2011,Maruti
8751,Polo ,545000,mumbai,Petrol,Manual,39000,2017,Volkswagen
8752,Lodgy ,595000,mumbai,Diesel,Manual,65400,2017,Renault
8753,Compass ,1300000,mumbai,Diesel,Manual,40071,2017,Jeep
8754,Gloster ,3650000,mumbai,Diesel,Automatic,6669,2021,MG
8755,Ecosport ,865000,mumbai,Petrol,Manual,36000,2018,Ford
8756,Xcent ,445000,mumbai,Petrol,Manual,43000,2015,Hyundai
8757,Baleno ,620000,mumbai,Petrol,Manual,31000,2018,Maruti
8758,XL6 ,1290000,mumbai,Petrol,Automatic,13000,2020,Maruti
8759,Verna ,1211000,mumbai,Petrol,Automatic,5100,2019,Hyundai
8760,Corolla Altis ,815000,mumbai,Petrol,Automatic,77000,2014,Toyota
8761,Hector Plus ,1964999,mumbai,Petrol,Automatic,23000,2020,MG
8762,Venue ,1150000,mumbai,Petrol,Automatic,9000,2019,Hyundai
8763,Wagon R ,415000,mumbai,Petrol,Automatic,60000,2016,Maruti
8764,Wagon R ,125000,mumbai,CNG,Manual,68000,2008,Maruti
8765,Marazzo ,894999,mumbai,Diesel,Manual,79000,2018,Mahindra
8766,City ,411000,mumbai,Petrol,Manual,28500,2012,Honda
8767,City ,411000,mumbai,Petrol,Manual,28500,2012,Honda
8768,Creta ,1044999,mumbai,Petrol,Automatic,35000,2017,Hyundai
8769,Wagon R ,440000,mumbai,CNG,Manual,53200,2018,Maruti
8770,CR-V ,1550000,mumbai,Petrol,Automatic,29000,2017,Honda
8771,City ,675000,mumbai,Petrol,Automatic,120000,2017,Honda
8772,Baleno ,595000,mumbai,Petrol,Manual,22200,2016,Maruti
8773,Fortuner ,1390000,mumbai,Diesel,Manual,141109,2014,Toyota
8774,City ,475000,mumbai,Petrol,Automatic,64001,2013,Honda
8775,City ,960000,mumbai,Diesel,Manual,62054,2017,Honda
8776,XUV500 ,1530000,mumbai,Diesel,Manual,36123,2018,Mahindra
8777,Superb ,438999,mumbai,Petrol,Automatic,29000,2010,Skoda
8778,Creta ,825000,mumbai,Petrol,Manual,40000,2016,Hyundai
8779,Wagon R ,175000,mumbai,Petrol,Manual,110000,2011,Maruti
8780,Polo ,565000,mumbai,Petrol,Automatic,42000,2014,Volkswagen
8781,Swift Dzire ,765000,mumbai,Diesel,Automatic,28300,2018,Maruti
8782,Swift Dzire ,425000,mumbai,Petrol,Manual,21000,2012,Maruti
8783,Q3 ,1700000,mumbai,Diesel,Automatic,36000,2015,Audi
8784,Jazz ,515000,mumbai,Petrol,Automatic,69508,2015,Honda
8785,Wagon R ,334000,mumbai,CNG,Manual,43065,2015,Maruti
8786,City ,164000,mumbai,Petrol,Manual,174461,2008,Honda
8787,5 Series ,1099000,mumbai,Diesel,Automatic,85000,2010,BMW
8788,City ,545000,mumbai,Petrol,Manual,52000,2015,Honda
8789,Mobilio ,590000,mumbai,Diesel,Manual,48452,2014,Honda
8790,Fortuner ,2850000,mumbai,Diesel,Manual,35547,2017,Toyota
8791,Pajero ,1835000,mumbai,Diesel,Automatic,22972,2018,Mitsubishi
8792,X3 ,1250000,mumbai,Diesel,Automatic,100000,2011,BMW
8793,City ,335000,mumbai,Petrol,Manual,70000,2011,Honda
8794,City ,285000,mumbai,Petrol,Automatic,59000,2009,Honda
8795,Ecosport ,650000,mumbai,Diesel,Manual,60000,2016,Ford
8796,Fortuner ,2850000,mumbai,Diesel,Automatic,112000,2018,Toyota
8797,Fortuner ,1025000,mumbai,Diesel,Manual,185000,2010,Toyota
8798,Scorpio ,1748999,mumbai,Diesel,Manual,9000,2020,Mahindra
8799,Vitara Brezza ,985000,mumbai,Petrol,Manual,13125,2020,Maruti
8800,Fortuner ,2449000,mumbai,Diesel,Manual,60000,2017,Toyota
8801,Ciaz ,749000,mumbai,Petrol,Manual,52000,2016,Maruti
8802,Scorpio ,1225000,mumbai,Diesel,Manual,116000,2018,Mahindra
8803,XC 90 ,4475000,mumbai,Diesel,Automatic,64000,2015,Volvo
8804,City ,375000,mumbai,Petrol,Manual,35138,2013,Honda
8805,Thar ,1621000,mumbai,Petrol,Automatic,17000,2021,Mahindra
8806,Swift ,265000,mumbai,Petrol,Manual,62000,2011,Maruti
8807,Alto ,155000,mumbai,Petrol,Manual,38171,2012,Maruti
8808,Grand i10 ,425000,mumbai,Petrol,Manual,26000,2016,Hyundai
8809,Civic ,470000,mumbai,Petrol,Manual,59900,2012,Honda
8810,Ertiga ,1095000,mumbai,CNG,Manual,31000,2020,Maruti
8811,Civic ,490000,mumbai,Petrol,Manual,42500,2012,Honda
8812,Verna ,490000,mumbai,Petrol,Automatic,59000,2013,Hyundai
8813,V40 Cross Country ,1575000,mumbai,Diesel,Automatic,44000,2015,Volvo
8814,Xcent ,385000,mumbai,Petrol,Manual,55388,2014,Hyundai
8815,Tiago ,490000,mumbai,Petrol,Automatic,42000,2017,Tata
8816,Fortuner ,3075000,mumbai,Diesel,Automatic,68200,2017,Toyota
8817,GLA Class ,1925000,mumbai,Diesel,Automatic,45000,2016,Mercedes-Benz
8818,Amaze ,675000,mumbai,Petrol,Manual,31886,2018,Honda
8819,CLA ,2475000,mumbai,Petrol,Automatic,49500,2017,Mercedes-Benz
8820,GLE ,5500000,mumbai,Diesel,Automatic,33000,2019,Mercedes-Benz
8821,M-Class ,2800000,mumbai,Diesel,Automatic,83000,2014,Mercedes-Benz
8822,C-Class ,1125000,mumbai,Petrol,Automatic,67500,2012,Mercedes-Benz
8823,Alcazar ,2140000,mumbai,Petrol,Automatic,24000,2021,Hyundai
8824,Swift ,525000,mumbai,Petrol,Manual,47300,2015,Maruti
8825,Ciaz ,650000,mumbai,Petrol,Manual,52800,2015,Maruti
8826,XF ,1775000,mumbai,Diesel,Automatic,46400,2012,Jaguar
8827,Seltos ,1750000,mumbai,Petrol,Automatic,20000,2021,Kia
8828,Range Rover ,3200000,mumbai,Diesel,Automatic,71300,2011,Land Rover
8829,Swift ,745000,mumbai,Petrol,Automatic,27408,2019,Maruti
8830,Nexon ,994999,mumbai,Petrol,Automatic,6000,2021,Tata
8831,City ,525000,mumbai,Petrol,Manual,37200,2014,Honda
8832,Thar ,1695000,mumbai,Petrol,Automatic,19000,2021,Mahindra
8833,i20 ,600000,mumbai,Petrol,Manual,38300,2017,Hyundai
8834,Brio ,590000,mumbai,Petrol,Automatic,22000,2017,Honda
8835,Creta ,1050000,mumbai,Petrol,Manual,32500,2018,Hyundai
8836,Elantra ,1245000,mumbai,Petrol,Automatic,15000,2017,Hyundai
8837,Swift ,275000,mumbai,Petrol,Manual,51906,2011,Maruti
8838,Polo ,925000,mumbai,Petrol,Automatic,16000,2019,Volkswagen
8839,Nexon EV Prime ,1620000,mumbai,Electric,Automatic,6400,2022,Tata
8840,Wagon R ,315000,mumbai,Petrol,Manual,15584,2013,Maruti
8841,Grand i10 ,725000,mumbai,Petrol,Automatic,6945,2019,Hyundai
8842,Celerio ,515000,mumbai,Petrol,Manual,28825,2018,Maruti
8843,Baleno ,650000,mumbai,Petrol,Manual,12787,2019,Maruti
8844,Verna ,550000,mumbai,Petrol,Manual,39437,2014,Hyundai
8845,Verna ,1099000,mumbai,Petrol,Automatic,27327,2019,Hyundai
8846,Creta ,1150000,mumbai,Petrol,Manual,21674,2019,Hyundai
8847,Swift ,750000,mumbai,Petrol,Manual,9102,2020,Maruti
8848,E-Class ,1975000,mumbai,Petrol,Automatic,39000,2014,Mercedes-Benz
8849,Enjoy ,325000,mumbai,Petrol,Manual,60000,2013,Chevrolet
8850,Scorpio ,675000,mumbai,Diesel,Manual,55834,2014,Mahindra
8851,Jazz ,495000,mumbai,Petrol,Manual,42306,2015,Honda
8852,i10 ,345000,mumbai,Petrol,Manual,34748,2013,Hyundai
8853,Ciaz ,585000,mumbai,Diesel,Manual,66265,2015,Maruti
8854,SX4 ,295000,mumbai,Petrol,Automatic,85000,2011,Maruti
8855,City ,695000,mumbai,Petrol,Manual,64000,2017,Honda
8856,City ,524000,mumbai,Diesel,Manual,70132,2014,Honda
8857,X5 ,10500000,mumbai,Diesel,Automatic,6700,2021,BMW
8858,CR-V ,274000,mumbai,Petrol,Manual,78000,2008,Honda
8859,7 Series ,7200000,mumbai,Diesel,Automatic,22000,2017,BMW
8860,Ertiga ,725000,mumbai,Petrol,Manual,43000,2016,Maruti
8861,Swift Dzire ,365000,mumbai,Petrol,Manual,62000,2012,Maruti
8862,Duster ,375000,mumbai,Petrol,Manual,52000,2013,Renault
8863,Hexa ,1275000,mumbai,Diesel,Manual,83019,2018,Tata
8864,Innova Crysta ,1795000,mumbai,Diesel,Manual,97812,2018,Toyota
8865,i10 ,265000,mumbai,Petrol,Manual,16800,2012,Hyundai
8866,Swift ,260000,mumbai,Petrol,Manual,61000,2011,Maruti
8867,Rapid ,575000,mumbai,Diesel,Manual,61700,2016,Skoda
8868,Rapid ,725000,mumbai,Petrol,Manual,17700,2017,Skoda
8869,Polo ,925000,mumbai,Petrol,Automatic,17000,2019,Volkswagen
8870,Etios ,340000,mumbai,Petrol,Manual,15200,2011,Toyota
8871,Alto 800 ,385000,mumbai,CNG,Manual,36427,2017,Maruti
8872,XF ,1775000,mumbai,Diesel,Automatic,46400,2012,Jaguar
8873,Range Rover ,3200000,mumbai,Diesel,Automatic,71300,2011,Land Rover
8874,E-Class ,2475000,mumbai,Diesel,Automatic,42300,2015,Mercedes-Benz
8875,i10 ,311000,mumbai,Petrol,Automatic,61500,2012,Hyundai
8876,i20 ,390000,mumbai,Petrol,Manual,72800,2013,Hyundai
8877,GLA Class ,1925000,mumbai,Diesel,Automatic,45000,2016,Mercedes-Benz
8878,i20 ,350000,mumbai,Petrol,Manual,48500,2013,Hyundai
8879,C-Class ,1125000,mumbai,Petrol,Automatic,67500,2012,Mercedes-Benz
8880,City ,455000,mumbai,Petrol,Manual,44250,2013,Honda
8882,GLE ,5500000,mumbai,Diesel,Automatic,55900,2018,Mercedes-Benz
8883,EON ,350000,mumbai,Petrol,Manual,48500,2018,Hyundai
8884,E-Class ,6500000,mumbai,Petrol,Automatic,15800,2020,Mercedes-Benz
8885,Alto ,145000,mumbai,Petrol,Manual,42800,2009,Maruti
8886,CLA ,2475000,mumbai,Petrol,Automatic,49500,2017,Mercedes-Benz
8887,Ecosport ,466000,mumbai,Diesel,Manual,79000,2013,Ford
8888,Swift Dzire ,570000,mumbai,Petrol,Manual,16500,2016,Maruti
8889,Ciaz ,530000,mumbai,Petrol,Manual,82000,2014,Maruti
8890,X5 ,10500000,mumbai,Diesel,Automatic,6700,2021,BMW
8891,5 Series ,1400000,mumbai,Diesel,Automatic,82300,2012,BMW
8892,5 Series ,2500000,mumbai,Diesel,Automatic,47400,2016,BMW
8893,Vento ,775000,mumbai,Petrol,Manual,11000,2017,Volkswagen
8894,6 Series ,6800000,mumbai,Petrol,Automatic,7800,2021,BMW
8895,City ,525000,mumbai,Petrol,Manual,37200,2014,Honda
8896,Alto ,145000,mumbai,Petrol,Manual,30000,2009,Maruti
8897,WR-V ,875000,mumbai,Petrol,Manual,20000,2019,Honda
8898,Panamera ,2990000,mumbai,Petrol,Automatic,19000,2010,Porsche
8899,Brio ,365000,mumbai,Petrol,Manual,53000,2013,Honda
8900,Verna ,645000,mumbai,Petrol,Automatic,58200,2015,Hyundai
8901,i20 ,600000,mumbai,Petrol,Manual,38300,2017,Hyundai
8902,Creta ,1050000,mumbai,Petrol,Manual,32500,2018,Hyundai
8903,Verna ,555000,mumbai,Petrol,Manual,42000,2014,Hyundai
8904,Safari Storme ,475000,mumbai,Diesel,Manual,88000,2013,Tata
8905,Grand i10 ,590000,mumbai,Petrol,Automatic,28400,2017,Hyundai
8906,Amaze ,445000,mumbai,Petrol,Automatic,22000,2014,Honda
8907,Q5 ,950000,mumbai,Diesel,Automatic,54000,2010,Audi
8908,Venue ,975000,mumbai,Petrol,Automatic,23000,2019,Hyundai
8909,A6 ,2500000,mumbai,Diesel,Automatic,49000,2015,Audi
8910,Grand i10 ,499000,mumbai,Petrol,Manual,17600,2017,Hyundai
8911,Baleno ,690000,mumbai,Petrol,Manual,32000,2018,Maruti
8912,Ciaz ,650000,mumbai,Petrol,Manual,49000,2016,Maruti
8913,Vitara Brezza ,875000,mumbai,Diesel,Manual,29600,2018,Maruti
8914,Ciaz ,650000,mumbai,Petrol,Manual,52800,2015,Maruti
